address,code,description,floor,latitude,longitude,photos,price_local,price_usa,views_day,views_week,zones,Агентство,Балкон,Бытовая техника,Год постройки,Дата обновления,Дополнительно,Мебель,Метро,Планировка,Плита,Полы,Примечания,Район города,Ремонт,Сан/узел,Соседи по квартире,Телефон,Тип дома,rooms,total_area,living_area,kitchen_area,floors,plan_proc,panel_type,photos_proc,Ближайшее метро,До метро,До центра
"Минск, Филимонова ул.",1195303,,9,53.920523,27.637155,16.0,1089,550,5,60,Макаенка,0,1,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, интернет, высокоскоростной интернет",2003.5714285714287,2017-12-01,"металлическая дверь, лифт, встроенные шкафы, стеклопакеты, хороший вид из окна, окна во двор, благоустроенный двор, детская площадка, рядом спортивный центр",1,Московская (Московская линия).,Пропуск,0,паркет,"4-х комнатная квартира по ул.Филимонова, в престижном и экологически чистом районе, шикарный вид из окон, 3 лоджии, квартира полностью всем укомплектована для проживания(новая мебель, техника, ремонт, посуда)",Первомайский район,1,1,нет,1,кирпичный,4,85.0,53.0,12.0,10,1.0,0,16.0,Маскоўская,1025.3384223132393,5362.427507835055
"Минск, Дунина-Марцинкевича ул., 4/2",705252,,4,53.906,27.4876,5.0,990,500,9,63,Пушкина-Мавра-Бельского,0,2,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, видеомагнитофон, DVD-проигрыватель, компьютер, высокоскоростной интернет, компьютерная сеть",1978.0,2017-12-26,"домофон, сигнализация, металлическая дверь, охраняемая территория, лифт, встроенные шкафы, стеклопакеты, хороший вид из окна, окна во двор, благоустроенный двор, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок, рядом спортивный центр, рядом зеленая зона",1,Спортивная (Заводская линия).,улучшенный проект,1,ламинат,"Просторная квартира с авторским ремонтом, в хорошем месте, все в шаговой доступности, укомплектована и мебелью и бытовой техникой.",Фрунзенский район,1,1,нет,1,Пропуск,4,90.0,68.0,10.0,9,1.0,0,5.0,Спартыўная,596.8199897751704,4871.551414574508
"Минск, Берута ул., 11/a",751817,,3,53.905,27.502744,8.0,990,500,10,81,Пушкина-Харьковская-Берута-Гусовского,0,2,,2009.0,2017-12-15,"домофон, металлическая дверь, консьержка, лифт, стеклопакеты, окна во двор, детская площадка, рядом магазин, рядом спортивный центр, рядом зеленая зона",0,Пушкинская (Заводская линия).,новостройка,1,линолеум,Цена 500$ без мебели,Фрунзенский район,1,2,нет,1,каркасно-блочный,4,139.0,100.0,25.0,15,1.0,0,8.0,Пушкінская,615.3290771824767,3870.6508336587544
"Минск, Филимонова ул., 45",186070,,8,53.922501,27.636661,8.0,990,500,6,67,Восток,0,2,"холодильник, стиральная машина, телевизор, интернет",1993.0,2011-10-07,"домофон, сигнализация, лифт, стеклопакеты, хороший вид из окна, окна во двор, детская площадка, рядом магазин, рядом зеленая зона",1,нет,Пропуск,1,паркет,,Первомайский район,0,1,нет,1,кирпичный,4,80.0,50.0,11.0,9,1.0,0,8.0,Маскоўская,833.041753131347,5418.912057423093
"Минск, Независимости просп., 43",900685,,4,53.91242,27.578998,9.0,990,500,5,74,"Захарова, Пулихова",1,0,,2003.5714285714287,2017-12-20,,1,Площадь Якуба Коласа (Московская линия).,Пропуск,1,ламинат,,Партизанский район,1,1,нет,1,Пропуск,4,66.0,44.0,7.0,6,1.0,0,9.0,Плошча Перамогі,374.7917603454109,1595.4402991332297
"Минск, Есенина ул., 3/2",945724,"Сдаётся 4-ех комнатная квартира ( 80,7 м2) по ул. Есенина 3 к.2 ст. метро ""Малиновка"" в шаговой доступности.В квартире : входная дверь металлическая, окна стеклопакеты , на полу ламинат и плитка. В каждой комнате имеются спальные места : 2-ух местная  кровать, кровать ,  2 дивана 2-ух местных. Шкафы-купе, столы,стулья,полки.Встроенная кухня, варочная панель, духовой шкаф, вытяжка, холодильник, СВЧ, электро чайник. 2 сан. узла : душевая кабина, ванна , стиральная машина. Большой коридор, 2 остекленных лоджии.",8,53.847166,27.468415,10.0,990,500,4,81,Малиновка,1,0,"душевая кабина, свч-печь, холодильник, стиральная машина",2000.0,2017-12-20,стеклопакеты,1,Малиновка (Московская линия).,стандартный проект,1,ламинат,,Московский район,1,1,нет,1,панельный,4,81.0,51.0,9.0,12,0.0,1,10.0,Малінаўка,520.9498866371921,8682.987799141481
"Минск, Мирошниченко ул., 43/а",1202165,,7,53.9606,27.6152,11.0,970,490,8,96,Зеленый луг,0,2,"холодильник, стиральная машина, интернет",2012.0,2017-12-07,"металлическая дверь, встроенные шкафы, стеклопакеты, благоустроенный двор, детская площадка, рядом магазин, рядом супермаркет, рядом гипермаркет, рядом рынок",1,нет,новостройка,1,ламинат,,Советский район,1,1,нет,1,панельный,4,96.0,60.0,12.0,10,1.0,1,11.0,Маскоўская,3722.2269035685417,7367.120298366465
"Минск, Неманская ул., 61",868871,,7,53.899488,27.541996,11.0,891,450,5,82,Каменная горка,1,0,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, интернет",2003.5714285714287,2017-12-20,"домофон, металлическая дверь, лифт, стеклопакеты, парковка, хороший вид из окна, благоустроенный двор, детская площадка",1,Каменная горка (Заводская линия).,Пропуск,1,ламинат,,Фрунзенский район,1,1,нет,1,Пропуск,4,90.0,54.0,10.0,9,1.0,0,11.0,Фрунзенская,675.678380466881,1323.8099901219762
"Минск, Авакяна ул., 30/2",968775,"Сдается отличная 4х комнатная квартира с евроремонтом по ул. Авакяна! Дом после капремонта, закончен в 2015 году. В квартире все НОВОЕ - металлическая дверь, встроенные шкафы, стеклопакеты, стиральная машина, свч-печь, холодильник, телевизор, 3 спальных дивана! 10 минут пешком до м. Институт Культуры, 4 мин. до остановки А 100, 2 остановки до вокзала, рядом сквер, рядом ДК Железнодорожников, обустроенная детская площадка. Приятные соседи. Нет проблем с парковкой!",3,53.875926,27.540424,7.0,891,450,6,63,"Аэродромная, Могилевская, Воронянского",1,0,"телевизор, свч-печь, холодильник, стиральная машина",1969.0,2017-12-20,"металлическая дверь, детская площадка, стеклопакеты, встроенные шкафы",1,Институт культуры (Московская линия).,улучшенный проект,1,ламинат,,Октябрьский район,1,1,нет,1,кирпичный,4,61.0,46.0,6.0,5,1.0,0,7.0,Інстытут Культуры,1109.5256045177393,3265.3569817657494
"Минск, 50 лет Победы ул., 3",889411,,3,53.947388,27.719261,11.0,850,429,6,77,Военный городок,0,2,"холодильник, посуда, свч-печь, мелкая бытовая техника, стиральная машина, телевизор, музыкальный центр, интернет, высокоскоростной интернет, компьютерная сеть",1995.0,2017-07-25,"металлическая дверь, лифт, встроенные шкафы, стеклопакеты, парковка, хороший вид из окна, окна во двор, рядом магазин, рядом супермаркет, рядом гипермаркет",1,нет,стандартный проект,0,ламинат,,Первомайский район,0,1,нет,1,панельный,4,82.0,56.0,8.0,9,0.0,1,11.0,Уручча,2071.299910230173,11506.63522993243
